string,counts,energy_M,feasible
'0000000,80,0,infeasible
'0010000,133,1,infeasible
'0100000,113,1,infeasible
'1000000,98,1,infeasible
'0000100,94,1,infeasible
'0001000,86,1,infeasible
'0000001,78,1,infeasible
'0000010,76,1,infeasible
'0010001,95,2,infeasible
'1000001,83,2,infeasible
'0000101,73,2,infeasible
'0001001,68,2,infeasible
'1100000,61,2,infeasible
'0010010,51,2,infeasible
'0011000,50,2,infeasible
'0001100,49,2,infeasible
'0000011,48,2,infeasible
'0010100,40,2,infeasible
'1000100,34,2,infeasible
'1001000,34,2,infeasible
'0100100,33,2,infeasible
'0001010,31,2,infeasible
'0000110,19,2,infeasible
'0011100,56,3,infeasible
'0001110,48,3,infeasible
'0011010,42,3,infeasible
'0011001,40,3,infeasible
'0010011,34,3,infeasible
'0001011,32,3,infeasible
'0010101,30,3,infeasible
'1001001,28,3,infeasible
'0001101,27,3,infeasible
'0000111,27,3,infeasible
'1100100,26,3,infeasible
'0010110,21,3,infeasible
'0011110,47,4,infeasible
'0011101,45,4,infeasible
'0001111,30,4,infeasible
'0011011,19,4,infeasible
'0010111,16,4,infeasible
'0011111,43,5,infeasible
'1010000,106,2,feasible
'0100001,88,2,feasible
'0100010,67,2,feasible
'0110000,50,2,feasible
'0101000,43,2,feasible
'1000010,39,2,feasible
'0100101,67,3,feasible
'1110000,57,3,feasible
'1010001,53,3,feasible
'0101001,51,3,feasible
'0100011,49,3,feasible
'0110001,44,3,feasible
'0110010,41,3,feasible
'1011000,38,3,feasible
'0101010,36,3,feasible
'1100001,35,3,feasible
'1101000,34,3,feasible
'1010010,32,3,feasible
'0100110,32,3,feasible
'0101100,31,3,feasible
'1000110,29,3,feasible
'1000011,27,3,feasible
'1000101,27,3,feasible
'1001100,27,3,feasible
'1001010,24,3,feasible
'0110100,23,3,feasible
'1100010,23,3,feasible
'0111000,19,3,feasible
'1010100,17,3,feasible
'1001110,47,4,feasible
'0101110,37,4,feasible
'1110001,37,4,feasible
'1011010,34,4,feasible
'0101101,33,4,feasible
'0111100,32,4,feasible
'1110010,31,4,feasible
'0100111,30,4,feasible
'1011100,29,4,feasible
'1101001,28,4,feasible
'1001011,27,4,feasible
'1010011,27,4,feasible
'1100011,26,4,feasible
'1010101,26,4,feasible
'0101011,26,4,feasible
'0110101,25,4,feasible
'1111000,25,4,feasible
'1011001,24,4,feasible
'1010110,23,4,feasible
'0111010,23,4,feasible
'1100110,22,4,feasible
'0111001,22,4,feasible
'1001101,21,4,feasible
'1000111,21,4,feasible
'1101100,21,4,feasible
'1101010,21,4,feasible
'0110110,20,4,feasible
'0110011,20,4,feasible
'1110100,18,4,feasible
'1100101,17,4,feasible
'1101110,46,5,feasible
'0101111,44,5,feasible
'0111110,39,5,feasible
'1001111,38,5,feasible
'1011110,35,5,feasible
'1111001,34,5,feasible
'1110110,34,5,feasible
'1101101,32,5,feasible
'0110111,30,5,feasible
'1111100,28,5,feasible
'1111010,27,5,feasible
'1110011,26,5,feasible
'0111101,25,5,feasible
'1110101,21,5,feasible
'1011011,20,5,feasible
'0111011,19,5,feasible
'1100111,18,5,feasible
'1101011,18,5,feasible
'1011101,16,5,feasible
'1010111,12,5,feasible
'1111110,65,6,feasible
'0111111,50,6,feasible
'1011111,42,6,feasible
'1101111,36,6,feasible
'1111101,24,6,feasible
'1111011,20,6,feasible
'1110111,16,6,feasible
'1111111,45,7,feasible
