string,counts,energy_M,feasible
'0000000,54,0,infeasible
'0000001,202,1,infeasible
'0000100,54,1,infeasible
'0100000,53,1,infeasible
'1000000,48,1,infeasible
'0001000,45,1,infeasible
'0010000,41,1,infeasible
'0000010,29,1,infeasible
'0010001,127,2,infeasible
'0001001,89,2,infeasible
'1000001,86,2,infeasible
'0001100,79,2,infeasible
'0000101,61,2,infeasible
'0000011,55,2,infeasible
'0100100,43,2,infeasible
'0001010,43,2,infeasible
'0010100,42,2,infeasible
'1100000,37,2,infeasible
'0000110,31,2,infeasible
'1000100,28,2,infeasible
'1001000,25,2,infeasible
'0011000,22,2,infeasible
'0010010,21,2,infeasible
'0001101,126,3,infeasible
'0000111,67,3,infeasible
'0001011,63,3,infeasible
'0001110,58,3,infeasible
'0011001,55,3,infeasible
'0010101,50,3,infeasible
'1001001,37,3,infeasible
'0010011,36,3,infeasible
'0011100,32,3,infeasible
'0010110,21,3,infeasible
'0011010,19,3,infeasible
'1100100,15,3,infeasible
'0001111,98,4,infeasible
'0011101,39,4,infeasible
'0011011,36,4,infeasible
'0010111,35,4,infeasible
'0011110,27,4,infeasible
'0011111,46,5,infeasible
'0100001,94,2,feasible
'0101000,43,2,feasible
'0110000,36,2,feasible
'1010000,34,2,feasible
'0100010,23,2,feasible
'1000010,15,2,feasible
'0110001,96,3,feasible
'1100001,92,3,feasible
'0101001,87,3,feasible
'0100101,79,3,feasible
'0100011,67,3,feasible
'1010001,59,3,feasible
'1000101,34,3,feasible
'0101100,31,3,feasible
'1000011,30,3,feasible
'0110100,29,3,feasible
'1000110,27,3,feasible
'0100110,26,3,feasible
'1101000,24,3,feasible
'0110010,22,3,feasible
'1110000,21,3,feasible
'1001010,21,3,feasible
'1001100,17,3,feasible
'0101010,16,3,feasible
'1010100,15,3,feasible
'1100010,13,3,feasible
'0111000,12,3,feasible
'1010010,11,3,feasible
'1011000,11,3,feasible
'0111001,52,4,feasible
'1110001,49,4,feasible
'0110101,47,4,feasible
'0110011,45,4,feasible
'0101101,42,4,feasible
'0101110,41,4,feasible
'1100101,41,4,feasible
'1101001,39,4,feasible
'1011001,39,4,feasible
'1001101,32,4,feasible
'1100011,31,4,feasible
'0101011,31,4,feasible
'1001011,31,4,feasible
'1010011,31,4,feasible
'0100111,30,4,feasible
'1101100,27,4,feasible
'1000111,26,4,feasible
'1010101,24,4,feasible
'0111100,20,4,feasible
'1100110,19,4,feasible
'1001110,17,4,feasible
'1101010,17,4,feasible
'0110110,15,4,feasible
'1011100,14,4,feasible
'1110010,14,4,feasible
'0111010,14,4,feasible
'1110100,13,4,feasible
'1011010,12,4,feasible
'1010110,10,4,feasible
'1111000,9,4,feasible
'0101111,46,5,feasible
'0111101,45,5,feasible
'1001111,43,5,feasible
'1011101,41,5,feasible
'1101101,36,5,feasible
'1100111,34,5,feasible
'1111001,32,5,feasible
'0111011,32,5,feasible
'1010111,30,5,feasible
'1101110,28,5,feasible
'0110111,27,5,feasible
'0111110,26,5,feasible
'1101011,26,5,feasible
'1111100,23,5,feasible
'1110101,22,5,feasible
'1110011,20,5,feasible
'1011011,16,5,feasible
'1111010,16,5,feasible
'1011110,15,5,feasible
'1110110,13,5,feasible
'1111101,55,6,feasible
'1011111,54,6,feasible
'1101111,50,6,feasible
'0111111,45,6,feasible
'1110111,34,6,feasible
'1111011,33,6,feasible
'1111110,17,6,feasible
'1111111,49,7,feasible
